child_id,age,gender,language_level,cognitive_level,parental_support,session_id,timestamp,activity_type,task_difficulty,task_completion_time,success,hints_used,errors_made,movement_entropy,fidgeting_score,focus_duration,eye_tracking_score,speaking_turns,emotion_score,engagement_level,instruction_strategy,developmental_prediction
C050,70,F,Medium,Medium,Low,C050_S03,2023-06-29,Puzzle,1,167.74,False,3,3,0.27,0.16,189.05,0.57,7,0.06,0.32,Verbal,On-track
C050,70,F,Medium,Medium,Low,C050_S04,2023-03-16,Counting,3,299.78,True,1,4,0.38,0.12,113.74,0.72,2,0.26,0.69,Hands-on,On-track
C050,70,F,Medium,Medium,Low,C050_S05,2023-04-23,Reading,1,73.87,True,2,3,0.36,0.93,179.01,0.9,3,0.02,0.59,Verbal,At-risk
C050,70,F,Medium,Medium,Low,C050_S06,2023-05-02,Drawing,3,133.89,True,1,0,0.2,0.38,44.4,0.57,5,0.3,0.23,Hands-on,On-track
C050,70,F,Medium,Medium,Low,C050_S07,2023-04-11,Counting,4,211.33,True,1,1,0.23,0.19,118.62,0.95,4,0.96,0.88,Mixed,On-track
C050,70,F,Medium,Medium,Low,C050_S08,2023-06-23,Counting,4,208.21,True,0,1,0.15,0.86,43.46,0.54,5,-0.33,0.79,Mixed,On-track
C050,70,F,Medium,Medium,Low,C050_S09,2023-05-23,Drawing,2,55.17,True,0,3,0.75,0.69,85.21,0.53,8,-0.84,0.22,Visual,On-track
C050,70,F,Medium,Medium,Low,C050_S10,2023-06-02,Reading,1,149.54,False,1,1,0.82,0.29,168.38,0.8,8,-0.28,0.49,Hands-on,Advanced
C050,70,F,Medium,Medium,Low,C050_S11,2023-03-20,Drawing,2,48.44,True,0,2,0.54,0.69,286.92,0.56,6,0.07,0.75,Hands-on,Advanced
C050,70,F,Medium,Medium,Low,C050_S12,2023-03-30,Drawing,3,260.28,False,2,0,0.44,0.6,199.88,0.74,6,-0.59,0.54,Verbal,At-risk
C050,70,F,Medium,Medium,Low,C050_S13,2023-05-12,Drawing,2,15.39,False,1,2,0.55,0.46,140.76,0.92,2,-0.91,0.53,Visual,On-track
C050,70,F,Medium,Medium,Low,C050_S14,2023-03-06,Drawing,1,197.48,True,0,3,0.66,0.98,145.25,0.7,3,-0.76,0.57,Visual,At-risk
C050,70,F,Medium,Medium,Low,C050_S15,2023-05-26,Puzzle,5,126.52,True,0,3,0.35,0.49,147.89,0.63,2,0.54,0.73,Mixed,Advanced
C050,70,F,Medium,Medium,Low,C050_S16,2023-05-21,Reading,3,222.16,True,0,2,0.54,0.59,97.78,0.58,4,-0.77,0.26,Hands-on,On-track
C050,70,F,Medium,Medium,Low,C050_S17,2023-06-21,Puzzle,1,33.4,False,0,1,0.63,0.59,163.33,0.66,5,-0.3,0.55,Verbal,On-track
C050,70,F,Medium,Medium,Low,C050_S18,2023-05-29,Reading,2,230.97,True,2,4,0.39,0.62,55.1,0.81,1,0.11,0.66,Mixed,On-track
C050,70,F,Medium,Medium,Low,C050_S19,2023-06-21,Drawing,1,197.81,False,1,1,0.57,0.6,200.73,0.87,4,0.49,0.61,Visual,At-risk
C050,70,F,Medium,Medium,Low,C050_S20,2023-02-19,Counting,1,171.31,True,2,1,0.73,0.44,97.32,0.84,4,-1.0,0.58,Verbal,On-track
C051,60,F,High,High,Low,C051_S01,2023-05-25,Counting,1,207.32,True,2,1,0.87,0.72,246.29,0.97,2,-0.2,0.7,Mixed,Advanced
C051,60,F,High,High,Low,C051_S02,2023-02-13,Puzzle,3,111.44,True,1,1,0.49,0.95,126.4,0.88,2,-0.59,0.31,Verbal,At-risk
C051,60,F,High,High,Low,C051_S03,2023-06-14,Reading,1,12.34,False,4,4,0.69,0.62,220.35,0.54,4,-0.27,0.59,Verbal,On-track
C051,60,F,High,High,Low,C051_S04,2023-06-23,Counting,3,217.06,True,0,2,0.84,0.31,102.87,0.95,2,0.6,0.86,Mixed,On-track
C051,60,F,High,High,Low,C051_S05,2023-04-02,Counting,4,225.96,True,2,1,0.22,0.06,53.66,0.72,6,-0.27,0.27,Verbal,On-track
C051,60,F,High,High,Low,C051_S06,2023-06-15,Puzzle,1,36.8,True,1,1,0.45,0.06,278.45,0.7,7,-0.45,0.85,Mixed,Advanced
C051,60,F,High,High,Low,C051_S07,2023-02-05,Drawing,4,217.6,False,0,1,0.62,0.98,252.2,0.72,4,0.04,0.96,Verbal,Advanced
C051,60,F,High,High,Low,C051_S08,2023-01-20,Puzzle,1,49.24,True,2,3,0.17,0.04,105.82,0.99,4,-0.39,0.89,Mixed,Advanced
C051,60,F,High,High,Low,C051_S09,2023-06-11,Puzzle,5,231.36,False,0,1,0.5,0.89,156.24,0.92,7,0.52,0.27,Mixed,On-track
C051,60,F,High,High,Low,C051_S10,2023-06-01,Drawing,1,271.3,False,0,1,0.26,0.73,79.82,0.67,6,-0.17,0.23,Mixed,On-track
C051,60,F,High,High,Low,C051_S11,2023-05-20,Reading,3,102.74,True,4,1,0.39,0.67,173.32,0.69,1,-0.56,0.29,Hands-on,On-track
C051,60,F,High,High,Low,C051_S12,2023-04-11,Drawing,2,173.78,True,2,2,0.35,1.0,56.87,0.75,9,0.31,0.92,Mixed,On-track
C051,60,F,High,High,Low,C051_S13,2023-03-16,Drawing,3,51.66,False,1,4,0.36,0.64,142.25,0.8,6,-0.17,0.83,Verbal,On-track
C051,60,F,High,High,Low,C051_S14,2023-04-12,Counting,3,92.93,True,2,1,0.11,0.29,129.74,0.78,4,0.3,0.29,Hands-on,At-risk
C051,60,F,High,High,Low,C051_S15,2023-06-07,Drawing,3,284.7,True,1,1,0.66,0.13,268.23,0.91,9,-0.84,0.49,Mixed,On-track
C051,60,F,High,High,Low,C051_S16,2023-02-10,Drawing,4,128.76,False,0,3,0.65,0.94,286.8,0.92,10,0.31,0.88,Hands-on,On-track
C051,60,F,High,High,Low,C051_S17,2023-02-07,Reading,2,278.2,True,2,0,0.31,0.63,100.17,0.6,7,-0.27,0.42,Mixed,On-track
C051,60,F,High,High,Low,C051_S18,2023-05-05,Drawing,2,124.94,True,0,4,0.63,0.58,39.8,0.61,8,-0.71,0.86,Visual,On-track
C051,60,F,High,High,Low,C051_S19,2023-01-11,Drawing,5,24.89,True,2,2,0.82,0.95,46.21,0.7,6,-0.62,0.38,Hands-on,At-risk
C051,60,F,High,High,Low,C051_S20,2023-04-10,Reading,4,99.76,True,1,1,0.62,0.62,62.83,0.5,5,0.65,0.34,Mixed,Advanced
C052,67,M,High,Medium,Low,C052_S01,2023-06-30,Counting,5,104.93,False,1,0,0.21,0.88,255.87,0.65,7,0.62,0.51,Mixed,On-track
C052,67,M,High,Medium,Low,C052_S02,2023-05-20,Drawing,1,98.41,True,3,3,0.73,0.59,278.47,0.81,5,0.53,0.73,Verbal,On-track
C052,67,M,High,Medium,Low,C052_S03,2023-05-31,Puzzle,5,299.23,True,0,1,0.86,0.03,92.15,0.95,5,-0.16,0.87,Hands-on,On-track
C052,67,M,High,Medium,Low,C052_S04,2023-02-27,Reading,4,207.58,True,0,3,0.37,0.27,36.4,0.76,11,-0.73,0.49,Verbal,Advanced
C052,67,M,High,Medium,Low,C052_S05,2023-05-05,Reading,1,212.79,True,2,2,0.36,0.12,234.96,0.8,6,0.52,0.23,Mixed,On-track
C052,67,M,High,Medium,Low,C052_S06,2023-02-05,Reading,1,291.16,False,0,1,0.89,0.57,133.98,0.56,7,-0.08,0.86,Visual,On-track
C052,67,M,High,Medium,Low,C052_S07,2023-06-14,Counting,5,65.33,True,2,3,0.21,0.34,211.75,0.64,1,-0.09,0.65,Visual,On-track
C052,67,M,High,Medium,Low,C052_S08,2023-04-03,Puzzle,4,27.92,True,0,2,0.14,0.27,78.3,0.82,5,-0.54,0.91,Hands-on,On-track
C052,67,M,High,Medium,Low,C052_S09,2023-03-26,Puzzle,4,74.95,True,2,3,0.2,0.36,208.1,0.67,5,-0.28,0.57,Verbal,On-track
C052,67,M,High,Medium,Low,C052_S10,2023-02-23,Drawing,5,135.6,True,1,3,0.87,0.47,263.5,0.55,6,0.24,0.6,Hands-on,On-track
C052,67,M,High,Medium,Low,C052_S11,2023-03-04,Puzzle,3,87.64,True,1,1,0.23,0.51,278.91,0.93,7,-0.11,0.62,Visual,On-track
C052,67,M,High,Medium,Low,C052_S12,2023-02-04,Puzzle,2,144.33,False,3,2,0.86,0.93,94.24,0.92,8,-0.24,0.39,Mixed,On-track
C052,67,M,High,Medium,Low,C052_S13,2023-02-12,Counting,4,108.26,True,1,1,0.16,0.6,225.14,0.98,2,-0.42,0.55,Mixed,On-track
C052,67,M,High,Medium,Low,C052_S14,2023-04-14,Puzzle,4,40.43,True,1,3,0.13,0.52,157.2,0.65,7,0.99,0.62,Mixed,At-risk
C052,67,M,High,Medium,Low,C052_S15,2023-03-14,Puzzle,3,203.17,False,1,0,0.37,0.35,221.69,0.59,6,0.06,0.49,Visual,At-risk
C052,67,M,High,Medium,Low,C052_S16,2023-05-01,Reading,2,246.58,True,0,3,0.96,0.25,96.4,0.59,6,-0.41,0.92,Visual,Advanced
C052,67,M,High,Medium,Low,C052_S17,2023-06-03,Drawing,5,207.38,True,0,2,0.11,0.6,284.44,0.8,7,-0.1,0.91,Mixed,Advanced
C052,67,M,High,Medium,Low,C052_S18,2023-02-16,Counting,2,231.44,True,1,2,0.82,0.47,214.85,0.96,6,-0.61,0.32,Visual,At-risk
C052,67,M,High,Medium,Low,C052_S19,2023-04-27,Puzzle,5,52.38,False,1,3,0.21,0.29,294.15,0.72,6,0.86,0.96,Visual,On-track
C052,67,M,High,Medium,Low,C052_S20,2023-01-28,Puzzle,3,109.95,True,0,3,0.34,0.3,180.04,0.94,3,-0.17,0.81,Visual,Advanced
C053,66,F,Low,High,Low,C053_S01,2023-02-15,Reading,5,21.72,True,2,4,0.25,0.74,233.36,0.99,2,-0.63,0.62,Mixed,On-track
C053,66,F,Low,High,Low,C053_S02,2023-05-17,Puzzle,1,143.4,True,1,2,0.86,0.15,129.12,0.56,2,-0.2,0.58,Visual,At-risk
C053,66,F,Low,High,Low,C053_S03,2023-06-04,Puzzle,2,287.36,True,2,1,0.76,0.74,296.49,0.81,5,-0.3,0.83,Mixed,At-risk
C053,66,F,Low,High,Low,C053_S04,2023-06-16,Reading,5,272.82,True,2,3,0.49,0.52,56.11,0.87,5,0.92,0.37,Hands-on,On-track
C053,66,F,Low,High,Low,C053_S05,2023-01-12,Reading,3,185.25,True,1,2,0.34,0.94,33.45,0.86,4,0.46,0.77,Visual,Advanced
C053,66,F,Low,High,Low,C053_S06,2023-04-08,Counting,3,196.77,False,0,1,0.52,0.9,181.18,0.65,7,-0.83,0.58,Hands-on,At-risk
C053,66,F,Low,High,Low,C053_S07,2023-06-28,Puzzle,3,45.0,False,2,2,0.46,0.98,79.23,0.76,1,0.17,0.44,Verbal,On-track
C053,66,F,Low,High,Low,C053_S08,2023-03-01,Puzzle,2,26.7,True,2,2,0.88,0.05,241.19,0.81,9,-0.44,0.63,Verbal,Advanced
C053,66,F,Low,High,Low,C053_S09,2023-04-15,Counting,5,153.42,True,0,1,0.28,0.0,130.71,0.65,6,-0.77,0.4,Visual,At-risk
C053,66,F,Low,High,Low,C053_S10,2023-01-02,Puzzle,5,189.49,True,1,6,0.47,0.33,122.88,0.88,3,0.99,0.96,Hands-on,On-track
C053,66,F,Low,High,Low,C053_S11,2023-02-22,Counting,4,273.11,True,0,5,1.0,0.43,281.56,0.72,7,0.77,0.39,Verbal,On-track
C053,66,F,Low,High,Low,C053_S12,2023-04-20,Counting,1,158.18,True,1,1,0.39,0.93,112.09,0.97,6,0.84,0.36,Verbal,On-track
C053,66,F,Low,High,Low,C053_S13,2023-05-25,Counting,3,126.25,False,1,2,0.83,0.11,89.95,0.75,9,0.42,0.99,Hands-on,Advanced
C053,66,F,Low,High,Low,C053_S14,2023-04-12,Drawing,5,14.85,True,2,1,0.95,0.7,93.95,0.66,4,-0.43,0.7,Verbal,At-risk
C053,66,F,Low,High,Low,C053_S15,2023-05-04,Drawing,5,202.67,True,3,0,0.98,0.96,182.38,1.0,9,-0.83,0.73,Verbal,On-track
C053,66,F,Low,High,Low,C053_S16,2023-03-06,Counting,2,291.48,True,1,2,0.95,0.51,280.13,0.67,8,-0.26,0.28,Hands-on,At-risk
C053,66,F,Low,High,Low,C053_S17,2023-04-12,Drawing,3,173.3,True,1,1,0.11,0.01,119.3,0.86,6,-0.75,0.51,Mixed,At-risk
C053,66,F,Low,High,Low,C053_S18,2023-02-28,Reading,4,100.96,True,1,2,0.27,0.55,285.71,0.54,2,-0.2,0.86,Mixed,Advanced
C053,66,F,Low,High,Low,C053_S19,2023-01-26,Drawing,1,149.04,True,0,4,0.13,0.89,272.41,0.55,6,0.55,0.47,Hands-on,At-risk
C053,66,F,Low,High,Low,C053_S20,2023-05-21,Puzzle,2,157.4,True,1,6,0.78,0.96,36.31,0.77,8,-0.12,0.58,Visual,Advanced
C054,48,M,Low,Low,Moderate,C054_S01,2023-06-03,Reading,4,120.14,True,2,2,0.33,0.04,49.6,0.62,1,0.31,0.25,Visual,On-track
C054,48,M,Low,Low,Moderate,C054_S02,2023-04-05,Puzzle,1,192.08,True,2,2,0.92,0.58,48.8,0.79,1,-0.77,0.82,Hands-on,At-risk
C054,48,M,Low,Low,Moderate,C054_S03,2023-04-13,Counting,3,185.25,True,1,3,0.97,0.45,181.4,0.79,4,1.0,0.67,Hands-on,On-track
C054,48,M,Low,Low,Moderate,C054_S04,2023-02-14,Reading,5,132.64,False,0,2,0.56,0.8,254.77,0.92,5,-0.12,0.72,Verbal,On-track
C054,48,M,Low,Low,Moderate,C054_S05,2023-06-18,Counting,4,149.28,False,1,0,0.91,0.19,40.58,0.58,4,-0.0,0.47,Visual,At-risk
C054,48,M,Low,Low,Moderate,C054_S06,2023-05-11,Drawing,5,22.67,True,1,1,0.26,0.23,144.23,0.79,4,-0.02,0.46,Hands-on,At-risk
C054,48,M,Low,Low,Moderate,C054_S07,2023-04-03,Drawing,2,179.98,False,1,2,0.14,0.7,141.29,0.65,3,-0.39,0.33,Hands-on,Advanced
C054,48,M,Low,Low,Moderate,C054_S08,2023-01-23,Counting,4,13.39,True,1,2,0.83,0.19,265.37,0.88,2,0.19,0.89,Mixed,On-track
C054,48,M,Low,Low,Moderate,C054_S09,2023-04-12,Reading,2,145.13,True,0,3,0.57,0.26,131.15,0.97,5,-0.09,0.4,Hands-on,On-track
C054,48,M,Low,Low,Moderate,C054_S10,2023-06-30,Puzzle,4,18.26,True,1,1,0.38,0.27,45.97,0.88,6,0.6,0.82,Mixed,On-track
C054,48,M,Low,Low,Moderate,C054_S11,2023-05-24,Counting,1,112.18,True,2,1,0.81,0.01,64.34,0.77,3,0.02,0.98,Verbal,Advanced
C054,48,M,Low,Low,Moderate,C054_S12,2023-02-27,Drawing,4,118.09,False,1,1,0.74,0.97,175.12,0.75,4,0.1,0.68,Verbal,On-track
C054,48,M,Low,Low,Moderate,C054_S13,2023-01-02,Counting,3,87.33,True,0,0,0.65,0.79,239.66,0.89,2,-0.38,0.47,Visual,On-track
C054,48,M,Low,Low,Moderate,C054_S14,2023-05-24,Puzzle,5,105.67,True,1,2,0.47,0.5,249.92,0.91,4,0.9,0.86,Hands-on,On-track
C054,48,M,Low,Low,Moderate,C054_S15,2023-01-30,Counting,2,151.18,False,3,4,0.52,0.66,250.28,0.7,4,-0.5,0.93,Mixed,Advanced
C054,48,M,Low,Low,Moderate,C054_S16,2023-05-28,Counting,5,201.1,True,0,0,0.58,0.19,200.78,0.78,8,0.88,0.37,Hands-on,Advanced
C054,48,M,Low,Low,Moderate,C054_S17,2023-05-25,Reading,4,173.86,True,0,1,0.97,0.02,199.04,0.76,5,-0.72,0.42,Mixed,At-risk
C054,48,M,Low,Low,Moderate,C054_S18,2023-04-28,Reading,4,29.78,True,1,2,0.93,0.17,232.87,0.54,4,0.04,0.37,Mixed,Advanced
C054,48,M,Low,Low,Moderate,C054_S19,2023-05-04,Puzzle,2,134.39,True,3,2,0.89,0.98,96.55,0.97,7,0.14,0.84,Verbal,On-track
C054,48,M,Low,Low,Moderate,C054_S20,2023-02-26,Drawing,1,15.32,True,0,1,0.59,0.79,84.34,0.74,4,0.12,0.53,Mixed,On-track
C055,66,F,High,High,Low,C055_S01,2023-06-29,Counting,4,265.22,True,0,1,0.59,0.8,113.9,0.6,4,-0.4,0.92,Visual,On-track
C055,66,F,High,High,Low,C055_S02,2023-06-22,Counting,5,157.09,True,1,1,0.21,0.71,127.62,0.61,5,0.7,0.4,Visual,Advanced
C055,66,F,High,High,Low,C055_S03,2023-05-02,Counting,1,15.28,True,1,0,0.16,0.65,290.51,0.78,3,-0.45,0.56,Verbal,Advanced
C055,66,F,High,High,Low,C055_S04,2023-03-10,Drawing,1,50.29,True,3,5,0.76,0.23,145.59,0.94,2,-0.6,0.87,Mixed,At-risk
C055,66,F,High,High,Low,C055_S05,2023-02-18,Reading,1,10.72,False,0,4,0.85,0.17,130.51,0.8,3,0.73,0.23,Hands-on,On-track
C055,66,F,High,High,Low,C055_S06,2023-03-03,Counting,1,52.66,True,0,2,0.68,0.62,245.55,0.94,9,0.18,0.86,Visual,On-track
C055,66,F,High,High,Low,C055_S07,2023-03-05,Counting,4,242.07,False,0,2,0.43,0.83,237.92,0.99,5,-0.4,0.96,Visual,On-track
C055,66,F,High,High,Low,C055_S08,2023-01-21,Reading,3,61.66,True,0,2,0.74,0.1,150.66,0.97,6,0.96,0.96,Hands-on,At-risk
C055,66,F,High,High,Low,C055_S09,2023-05-19,Puzzle,4,141.7,False,0,2,0.65,0.1,271.74,0.79,8,-0.23,0.65,Mixed,On-track
C055,66,F,High,High,Low,C055_S10,2023-03-22,Reading,4,226.17,True,0,2,0.74,0.29,86.27,0.51,4,0.52,0.73,Mixed,Advanced
C055,66,F,High,High,Low,C055_S11,2023-05-28,Counting,4,193.75,True,3,3,0.34,0.07,32.34,0.58,6,0.97,0.88,Verbal,Advanced
C055,66,F,High,High,Low,C055_S12,2023-05-11,Counting,3,188.59,True,1,3,0.7,0.21,116.37,0.89,4,0.97,0.92,Verbal,At-risk
C055,66,F,High,High,Low,C055_S13,2023-02-02,Puzzle,4,206.22,True,0,3,0.42,0.89,51.98,0.73,5,-0.64,0.47,Hands-on,On-track
C055,66,F,High,High,Low,C055_S14,2023-05-19,Puzzle,1,289.17,True,0,3,0.28,0.97,169.67,0.95,5,0.55,0.8,Hands-on,On-track
C055,66,F,High,High,Low,C055_S15,2023-06-25,Drawing,5,72.71,True,1,1,0.35,0.47,293.11,0.94,3,0.44,0.57,Verbal,On-track
C055,66,F,High,High,Low,C055_S16,2023-05-13,Reading,5,185.62,False,0,2,0.98,0.77,115.27,0.81,3,-0.06,0.75,Verbal,On-track
C055,66,F,High,High,Low,C055_S17,2023-06-22,Drawing,2,17.9,True,1,2,0.5,0.1,100.37,0.52,4,0.68,0.82,Verbal,On-track
C055,66,F,High,High,Low,C055_S18,2023-04-03,Counting,1,100.13,True,2,3,0.28,0.98,204.23,0.68,3,-0.32,0.8,Visual,On-track
C055,66,F,High,High,Low,C055_S19,2023-03-10,Reading,4,62.9,True,0,6,0.74,0.42,210.69,0.56,4,0.85,0.76,Mixed,On-track
C055,66,F,High,High,Low,C055_S20,2023-02-17,Reading,1,83.95,True,2,3,0.83,0.35,223.96,0.69,6,-0.97,0.73,Verbal,On-track
C056,64,F,Medium,Medium,Moderate,C056_S01,2023-04-26,Drawing,4,28.46,True,0,3,0.39,0.31,127.94,1.0,8,-0.41,0.82,Hands-on,Advanced
C056,64,F,Medium,Medium,Moderate,C056_S02,2023-06-25,Drawing,5,40.16,True,0,2,0.36,0.87,258.71,0.95,4,-0.55,0.68,Mixed,At-risk
C056,64,F,Medium,Medium,Moderate,C056_S03,2023-03-02,Reading,1,278.68,True,2,1,0.64,0.69,156.48,0.55,5,0.06,0.65,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S04,2023-02-08,Reading,3,191.91,True,1,2,0.96,0.06,295.62,0.93,3,-0.8,0.27,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S05,2023-05-08,Drawing,1,156.77,True,0,2,0.26,0.24,179.0,0.97,4,0.02,0.3,Mixed,Advanced
C056,64,F,Medium,Medium,Moderate,C056_S06,2023-05-13,Counting,1,227.51,True,0,2,0.75,0.29,43.2,0.95,4,0.38,0.81,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S07,2023-05-24,Puzzle,5,151.99,True,2,4,0.94,0.55,197.49,0.83,10,-0.14,0.39,Verbal,At-risk
C056,64,F,Medium,Medium,Moderate,C056_S08,2023-01-16,Drawing,5,290.23,True,3,5,0.32,0.95,66.51,0.6,7,0.4,0.73,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S09,2023-06-11,Puzzle,3,130.13,True,0,4,0.79,0.01,158.8,0.9,9,-0.25,0.65,Verbal,On-track
C056,64,F,Medium,Medium,Moderate,C056_S10,2023-04-03,Counting,2,152.8,True,1,3,0.35,0.55,131.23,0.61,10,0.15,0.98,Hands-on,Advanced
C056,64,F,Medium,Medium,Moderate,C056_S11,2023-03-07,Counting,2,46.67,True,1,2,0.79,0.26,121.92,0.6,6,-0.27,0.3,Visual,On-track
C056,64,F,Medium,Medium,Moderate,C056_S12,2023-06-23,Drawing,5,218.29,True,3,2,0.1,0.87,118.14,0.71,7,0.25,0.56,Hands-on,At-risk
C056,64,F,Medium,Medium,Moderate,C056_S13,2023-05-18,Drawing,1,56.6,True,2,2,0.89,0.79,261.52,0.9,4,-0.37,0.89,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S14,2023-03-25,Reading,3,161.44,True,0,3,0.93,0.97,272.55,0.66,6,-0.84,0.39,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S15,2023-01-21,Reading,4,136.53,True,0,0,0.95,0.13,124.71,0.65,3,0.44,0.77,Hands-on,On-track
C056,64,F,Medium,Medium,Moderate,C056_S16,2023-02-07,Drawing,2,46.63,True,2,2,0.68,0.91,140.8,0.77,2,-0.43,0.25,Hands-on,Advanced
C056,64,F,Medium,Medium,Moderate,C056_S17,2023-04-18,Reading,2,46.57,True,1,2,0.24,0.54,113.06,0.74,3,-0.32,0.24,Mixed,On-track
C056,64,F,Medium,Medium,Moderate,C056_S18,2023-02-11,Counting,1,105.31,True,1,4,0.16,0.79,147.63,0.59,3,-0.57,0.52,Visual,On-track
C056,64,F,Medium,Medium,Moderate,C056_S19,2023-03-16,Counting,4,191.27,True,0,0,0.21,0.84,207.62,0.53,5,-0.72,0.79,Hands-on,On-track
C056,64,F,Medium,Medium,Moderate,C056_S20,2023-04-24,Counting,4,283.8,True,3,1,0.67,0.35,237.61,0.93,4,-0.63,0.92,Hands-on,On-track
C057,56,F,Medium,Low,Low,C057_S01,2023-01-06,Drawing,4,69.1,True,0,4,0.92,0.72,160.69,0.82,6,0.04,0.24,Hands-on,At-risk
C057,56,F,Medium,Low,Low,C057_S02,2023-06-29,Puzzle,1,231.17,False,1,0,0.73,0.55,205.72,0.91,8,0.99,0.74,Visual,On-track
C057,56,F,Medium,Low,Low,C057_S03,2023-01-25,Puzzle,5,172.35,True,2,5,0.86,0.5,64.39,0.56,5,0.59,0.59,Mixed,On-track
C057,56,F,Medium,Low,Low,C057_S04,2023-01-14,Puzzle,4,120.6,True,1,4,0.56,0.99,93.52,0.86,5,0.27,0.66,Mixed,On-track
C057,56,F,Medium,Low,Low,C057_S05,2023-01-22,Puzzle,5,188.39,True,0,2,0.47,0.77,294.62,0.98,7,-0.48,0.22,Verbal,On-track
C057,56,F,Medium,Low,Low,C057_S06,2023-06-17,Reading,1,276.21,True,0,2,0.92,0.27,197.03,0.53,6,-0.68,0.77,Verbal,On-track
C057,56,F,Medium,Low,Low,C057_S07,2023-03-14,Reading,3,37.31,False,1,5,0.32,0.88,272.73,0.73,4,0.32,0.39,Hands-on,On-track
C057,56,F,Medium,Low,Low,C057_S08,2023-02-13,Puzzle,3,224.96,True,1,2,0.32,0.06,69.59,0.57,5,-0.55,0.79,Visual,On-track
C057,56,F,Medium,Low,Low,C057_S09,2023-03-25,Reading,4,32.61,True,1,3,0.99,0.64,183.22,0.76,3,-0.96,0.24,Verbal,Advanced
C057,56,F,Medium,Low,Low,C057_S10,2023-03-11,Reading,2,248.0,False,1,1,0.4,0.32,217.55,0.79,6,0.6,0.29,Visual,Advanced
C057,56,F,Medium,Low,Low,C057_S11,2023-05-19,Drawing,1,211.9,False,1,3,0.63,0.27,283.26,0.83,6,0.54,0.97,Hands-on,On-track
C057,56,F,Medium,Low,Low,C057_S12,2023-06-12,Reading,2,197.95,True,3,1,0.49,0.68,80.56,0.84,4,0.88,0.77,Hands-on,At-risk
C057,56,F,Medium,Low,Low,C057_S13,2023-03-21,Counting,3,275.94,True,1,3,0.45,0.12,236.13,0.58,7,-0.21,0.3,Verbal,On-track
C057,56,F,Medium,Low,Low,C057_S14,2023-01-23,Reading,2,295.04,False,2,3,0.2,0.27,138.61,0.87,5,0.17,0.95,Verbal,On-track
C057,56,F,Medium,Low,Low,C057_S15,2023-02-09,Counting,2,297.48,True,3,4,0.84,0.65,105.65,0.9,8,0.09,0.42,Visual,On-track
C057,56,F,Medium,Low,Low,C057_S16,2023-02-04,Counting,5,284.58,True,0,0,0.93,0.85,161.26,0.81,6,0.9,0.96,Verbal,On-track
C057,56,F,Medium,Low,Low,C057_S17,2023-06-26,Reading,3,160.13,True,1,3,0.47,0.23,294.41,0.75,4,0.81,0.85,Mixed,On-track
C057,56,F,Medium,Low,Low,C057_S18,2023-01-03,Reading,2,74.78,True,1,1,0.38,0.38,163.23,0.51,4,0.13,0.52,Mixed,On-track
C057,56,F,Medium,Low,Low,C057_S19,2023-01-02,Counting,1,263.72,True,1,2,0.19,0.07,166.25,0.82,7,-0.2,0.8,Visual,Advanced
C057,56,F,Medium,Low,Low,C057_S20,2023-04-22,Reading,5,290.62,True,1,2,0.75,0.6,167.23,0.99,7,-0.27,0.36,Visual,At-risk
C058,51,F,Medium,Low,Moderate,C058_S01,2023-01-21,Reading,5,81.66,True,0,3,0.92,0.77,31.43,0.87,5,0.33,0.48,Hands-on,On-track
C058,51,F,Medium,Low,Moderate,C058_S02,2023-06-06,Counting,4,121.52,True,2,4,0.96,0.77,61.21,0.78,3,-0.36,0.31,Verbal,At-risk
C058,51,F,Medium,Low,Moderate,C058_S03,2023-03-10,Reading,1,217.42,True,2,2,0.32,0.22,178.18,0.95,2,-0.51,0.4,Visual,On-track
C058,51,F,Medium,Low,Moderate,C058_S04,2023-02-04,Counting,1,122.65,True,1,3,0.18,0.3,67.09,0.73,4,0.11,0.34,Visual,On-track
C058,51,F,Medium,Low,Moderate,C058_S05,2023-04-26,Counting,5,240.72,False,2,1,0.47,0.16,98.67,0.95,7,0.9,0.47,Hands-on,On-track
C058,51,F,Medium,Low,Moderate,C058_S06,2023-03-24,Puzzle,3,276.17,False,3,0,0.59,0.44,151.84,0.7,9,-0.47,0.3,Visual,Advanced
C058,51,F,Medium,Low,Moderate,C058_S07,2023-01-06,Drawing,2,85.93,True,4,1,0.86,0.91,152.01,0.5,2,0.61,0.61,Mixed,On-track
C058,51,F,Medium,Low,Moderate,C058_S08,2023-02-02,Reading,5,176.67,True,1,1,0.42,0.15,80.72,0.97,4,-0.06,0.65,Hands-on,On-track
C058,51,F,Medium,Low,Moderate,C058_S09,2023-02-08,Puzzle,2,210.03,True,1,3,0.77,0.78,137.31,0.69,3,-0.62,0.73,Verbal,On-track
C058,51,F,Medium,Low,Moderate,C058_S10,2023-03-21,Reading,5,69.66,True,0,0,0.82,0.54,72.35,0.74,3,-0.63,0.48,Mixed,On-track
